"","stimuliShown","stim1","stim2","pair_type","response","reward","ID","participant","stim_chosen","typeOfChoice","highChosen","riskChosen","forced","choices","win","correct","risky","trial","trial_cont","trial_id","block_soc","trial_n","trigger_integer","eye_choice","left_rew_dbl","right_rew_dbl"
"9372",32,3,2,"different","1",56,"sub-024","sub-024",2,4,1,NA,0,0,NA,1,NA,6,6,366,"in-group",6,32,"1",40,56
"9373",42,4,2,"different","0",49,"sub-024","sub-024",4,5,0,NA,0,1,NA,0,NA,7,7,367,"in-group",7,42,"0",49,58
"9374",21,2,1,"both_high","0",60,"sub-024","sub-024",2,1,NA,0,0,1,1,NA,0,8,8,368,"in-group",8,21,"0",60,61
"9375",14,1,4,"different","0",64,"sub-024","sub-024",1,3,1,NA,0,1,NA,1,NA,9,9,369,"in-group",9,14,"0",64,33
"9376",42,4,2,"different","1",61,"sub-024","sub-024",2,5,1,NA,0,0,NA,1,NA,10,10,370,"in-group",10,42,"1",41,61
"9377",32,3,2,"different","1",62,"sub-024","sub-024",2,4,1,NA,0,0,NA,1,NA,11,11,371,"in-group",11,32,"1",62,62
"9378",21,2,1,"both_high","1",41,"sub-024","sub-024",1,1,NA,1,0,0,1,NA,1,12,12,372,"in-group",12,21,"1",72,41
"9379",34,3,4,"both_low","0",37,"sub-024","sub-024",3,6,NA,1,0,1,-1,NA,1,13,13,373,"in-group",13,34,"0",37,40
"9380",14,1,4,"different","0",88,"sub-024","sub-024",1,3,1,NA,0,1,NA,1,NA,14,14,374,"in-group",14,14,"0",88,42
"9381",13,1,3,"different","1",52,"sub-024","sub-024",3,2,0,NA,0,0,NA,0,NA,15,15,375,"in-group",15,13,"1",93,52
"9382",21,2,1,"both_high","0",61,"sub-024","sub-024",2,1,NA,0,0,1,1,NA,0,16,16,376,"in-group",16,21,"0",61,69
"9383",42,4,2,"different","0",36,"sub-024","sub-024",4,5,0,NA,0,1,NA,0,NA,17,17,377,"in-group",17,42,"0",36,66
"9384",24,2,4,"different","1",49,"sub-024","sub-024",4,5,0,NA,0,0,NA,0,NA,18,18,378,"in-group",18,24,"1",64,49
"9385",14,1,4,"different","0",50,"sub-024","sub-024",1,3,1,NA,0,1,NA,1,NA,19,19,379,"in-group",19,14,"0",50,43
"9386",42,4,2,"different","1",58,"sub-024","sub-024",2,5,1,NA,0,0,NA,1,NA,20,20,380,"in-group",20,42,"1",31,58
"9387",34,3,4,"both_low","1",43,"sub-024","sub-024",4,6,NA,0,0,0,-1,NA,0,21,21,381,"in-group",21,34,"1",11,43
"9388",42,4,2,"different","0",39,"sub-024","sub-024",4,5,0,NA,0,1,NA,0,NA,22,22,382,"in-group",22,42,"0",39,51
"9389",12,1,2,"both_high","1",62,"sub-024","sub-024",2,1,NA,0,0,0,1,NA,0,23,23,383,"in-group",23,12,"1",67,62
"9390",21,2,1,"both_high","0",59,"sub-024","sub-024",2,1,NA,0,0,1,1,NA,0,24,24,384,"in-group",24,21,"0",59,59
"9391",41,4,1,"different","0",44,"sub-024","sub-024",4,3,0,NA,0,1,NA,0,NA,25,25,385,"in-group",25,41,"0",44,44
"9392",32,3,2,"different","0",23,"sub-024","sub-024",3,4,0,NA,0,1,NA,0,NA,26,26,386,"in-group",26,32,"0",23,63
"9393",31,3,1,"different","0",41,"sub-024","sub-024",3,2,0,NA,0,1,NA,0,NA,27,27,387,"in-group",27,31,"0",41,42
"9394",41,4,1,"different","0",45,"sub-024","sub-024",4,3,0,NA,0,1,NA,0,NA,28,28,388,"in-group",28,41,"0",45,80
"9395",14,1,4,"different","1",38,"sub-024","sub-024",4,3,0,NA,0,0,NA,0,NA,29,29,389,"in-group",29,14,"1",72,38
"9396",43,4,3,"both_low","1",71,"sub-024","sub-024",3,6,NA,1,0,0,-1,NA,1,30,30,390,"in-group",30,43,"1",40,71
"9397",13,1,3,"different","0",84,"sub-024","sub-024",1,2,1,NA,0,1,NA,1,NA,31,31,391,"in-group",31,13,"0",84,35
"9398",13,1,3,"different","0",52,"sub-024","sub-024",1,2,1,NA,0,1,NA,1,NA,32,32,392,"in-group",32,13,"0",52,18
"9399",21,2,1,"both_high","0",57,"sub-024","sub-024",2,1,NA,0,0,1,1,NA,0,33,33,393,"in-group",33,21,"0",57,60
"9400",12,1,2,"both_high","1",65,"sub-024","sub-024",2,1,NA,0,0,0,1,NA,0,34,34,394,"in-group",34,12,"1",65,65
"9401",42,4,2,"different","1",57,"sub-024","sub-024",2,5,1,NA,0,0,NA,1,NA,35,35,395,"in-group",35,42,"1",48,57
"9402",14,1,4,"different","1",42,"sub-024","sub-024",4,3,0,NA,0,0,NA,0,NA,36,36,396,"in-group",36,14,"1",65,42
"9403",41,4,1,"different","1",45,"sub-024","sub-024",1,3,1,NA,0,0,NA,1,NA,37,37,397,"in-group",37,41,"1",37,45
"9404",13,1,3,"different","0",52,"sub-024","sub-024",1,2,1,NA,0,1,NA,1,NA,38,38,398,"in-group",38,13,"0",52,57
"9405",12,1,2,"both_high","0",54,"sub-024","sub-024",1,1,NA,1,0,1,1,NA,1,39,39,399,"in-group",39,12,"0",54,69
"9406",43,4,3,"both_low","1",25,"sub-024","sub-024",3,6,NA,1,0,0,-1,NA,1,40,40,400,"in-group",40,43,"1",50,25
"9407",34,3,4,"both_low","1",36,"sub-024","sub-024",4,6,NA,0,0,0,-1,NA,0,41,41,401,"in-group",41,34,"1",39,36
"9408",21,2,1,"both_high","1",61,"sub-024","sub-024",1,1,NA,1,0,0,1,NA,1,42,42,402,"in-group",42,21,"1",51,61
"9409",34,3,4,"both_low","1",45,"sub-024","sub-024",4,6,NA,0,0,0,-1,NA,0,43,43,403,"in-group",43,34,"1",36,45
"9410",32,3,2,"different","1",60,"sub-024","sub-024",2,4,1,NA,0,0,NA,1,NA,44,44,404,"in-group",44,32,"1",31,60
"9411",43,4,3,"both_low","0",36,"sub-024","sub-024",4,6,NA,0,0,1,-1,NA,0,45,45,405,"in-group",45,43,"0",36,59
"9412",32,3,2,"different","0",64,"sub-024","sub-024",3,4,0,NA,0,1,NA,0,NA,46,46,406,"in-group",46,32,"0",64,63
"9413",14,1,4,"different","1",39,"sub-024","sub-024",4,3,0,NA,0,0,NA,0,NA,47,47,407,"in-group",47,14,"1",32,39
"9414",23,2,3,"different","0",48,"sub-024","sub-024",2,4,1,NA,0,1,NA,1,NA,48,48,408,"in-group",48,23,"0",48,45
"9415",21,2,1,"both_high","0",64,"sub-024","sub-024",2,1,NA,0,0,1,1,NA,0,49,49,409,"in-group",49,21,"0",64,27
"9416",14,1,4,"different","0",69,"sub-024","sub-024",1,3,1,NA,0,1,NA,1,NA,50,50,410,"in-group",50,14,"0",69,43
"9417",31,3,1,"different","0",48,"sub-024","sub-024",3,2,0,NA,0,1,NA,0,NA,51,51,411,"in-group",51,31,"0",48,76
"9418",42,4,2,"different","1",54,"sub-024","sub-024",2,5,1,NA,0,0,NA,1,NA,52,52,412,"in-group",52,42,"1",33,54
"9419",12,1,2,"both_high","0",37,"sub-024","sub-024",1,1,NA,1,0,1,1,NA,1,53,53,413,"in-group",53,12,"0",37,60
"9420",42,4,2,"different","0",37,"sub-024","sub-024",4,5,0,NA,0,1,NA,0,NA,54,54,414,"in-group",54,42,"0",37,66
"9421",41,4,1,"different","0",46,"sub-024","sub-024",4,3,0,NA,0,1,NA,0,NA,55,55,415,"in-group",55,41,"0",46,43
"9422",32,3,2,"different","1",57,"sub-024","sub-024",2,4,1,NA,0,0,NA,1,NA,56,56,416,"in-group",56,32,"1",69,57
"9423",21,2,1,"both_high","0",59,"sub-024","sub-024",2,1,NA,0,0,1,1,NA,0,57,57,417,"in-group",57,21,"0",59,58
"9424",24,2,4,"different","0",70,"sub-024","sub-024",2,5,1,NA,0,1,NA,1,NA,58,58,418,"in-group",58,24,"0",70,35
"9425",14,1,4,"different","0",89,"sub-024","sub-024",1,3,1,NA,0,1,NA,1,NA,59,59,419,"in-group",59,14,"0",89,32
"9426",14,1,4,"different","0",54,"sub-024","sub-024",1,3,1,NA,0,1,NA,1,NA,60,60,420,"in-group",60,14,"0",54,37
"9427",13,1,3,"different","0",43,"sub-024","sub-024",1,2,1,NA,0,1,NA,1,NA,61,61,421,"in-group",61,13,"0",43,34
"9428",23,2,3,"different","0",61,"sub-024","sub-024",2,4,1,NA,0,1,NA,1,NA,62,62,422,"in-group",62,23,"0",61,52
"9429",13,1,3,"different","1",54,"sub-024","sub-024",3,2,0,NA,0,0,NA,0,NA,63,63,423,"in-group",63,13,"1",81,54
"9430",43,4,3,"both_low","1",38,"sub-024","sub-024",3,6,NA,1,0,0,-1,NA,1,64,64,424,"in-group",64,43,"1",34,38
"9431",41,4,1,"different","1",68,"sub-024","sub-024",1,3,1,NA,0,0,NA,1,NA,65,65,425,"in-group",65,41,"1",38,68
"9432",23,2,3,"different","0",66,"sub-024","sub-024",2,4,1,NA,0,1,NA,1,NA,66,66,426,"in-group",66,23,"0",66,29
"9433",43,4,3,"both_low","0",42,"sub-024","sub-024",4,6,NA,0,0,1,-1,NA,0,67,67,427,"in-group",67,43,"0",42,34
"9434",12,1,2,"both_high","0",48,"sub-024","sub-024",1,1,NA,1,0,1,1,NA,1,68,68,428,"in-group",68,12,"0",48,52
"9435",21,2,1,"both_high","0",68,"sub-024","sub-024",2,1,NA,0,0,1,1,NA,0,69,69,429,"in-group",69,21,"0",68,63
"9436",41,4,1,"different","1",47,"sub-024","sub-024",1,3,1,NA,0,0,NA,1,NA,70,70,430,"in-group",70,41,"1",41,47
"9437",31,3,1,"different","0",23,"sub-024","sub-024",3,2,0,NA,0,1,NA,0,NA,71,71,431,"in-group",71,31,"0",23,39
"9438",24,2,4,"different","0",50,"sub-024","sub-024",2,5,1,NA,0,1,NA,1,NA,72,72,432,"in-group",72,24,"0",50,40
"9439",31,3,1,"different","1",49,"sub-024","sub-024",1,2,1,NA,0,0,NA,1,NA,73,73,433,"in-group",73,31,"1",21,49
"9440",42,4,2,"different","0",39,"sub-024","sub-024",4,5,0,NA,0,1,NA,0,NA,74,74,434,"in-group",74,42,"0",39,54
"9441",12,1,2,"both_high","0",75,"sub-024","sub-024",1,1,NA,1,0,1,1,NA,1,75,75,435,"in-group",75,12,"0",75,64
"9442",34,3,4,"both_low","1",39,"sub-024","sub-024",4,6,NA,0,0,0,-1,NA,0,76,76,436,"in-group",76,34,"1",73,39
"9443",14,1,4,"different","0",38,"sub-024","sub-024",1,3,1,NA,0,1,NA,1,NA,77,77,437,"in-group",77,14,"0",38,28
"9444",14,1,4,"different","1",38,"sub-024","sub-024",4,3,0,NA,0,0,NA,0,NA,78,78,438,"in-group",78,14,"1",31,38
"9445",24,2,4,"different","1",32,"sub-024","sub-024",4,5,0,NA,0,0,NA,0,NA,79,79,439,"in-group",79,24,"1",69,32
"9446",34,3,4,"both_low","0",55,"sub-024","sub-024",3,6,NA,1,0,1,-1,NA,1,80,80,440,"in-group",80,34,"0",55,37
"9447",23,2,3,"different","0",65,"sub-024","sub-024",2,4,1,NA,0,1,NA,1,NA,81,81,441,"in-group",81,23,"0",65,40
"9448",41,4,1,"different","1",79,"sub-024","sub-024",1,3,1,NA,0,0,NA,1,NA,82,82,442,"in-group",82,41,"1",48,79
"9449",34,3,4,"both_low","0",45,"sub-024","sub-024",3,6,NA,1,0,1,-1,NA,1,83,83,443,"in-group",83,34,"0",45,34
"9450",42,4,2,"different","0",44,"sub-024","sub-024",4,5,0,NA,0,1,NA,0,NA,84,84,444,"in-group",84,42,"0",44,56
"9451",41,4,1,"different","1",48,"sub-024","sub-024",1,3,1,NA,0,0,NA,1,NA,85,85,445,"in-group",85,41,"1",43,48
"9452",42,4,2,"different","1",62,"sub-024","sub-024",2,5,1,NA,0,0,NA,1,NA,86,86,446,"in-group",86,42,"1",41,62
"9453",43,4,3,"both_low","1",27,"sub-024","sub-024",3,6,NA,1,0,0,-1,NA,1,87,87,447,"in-group",87,43,"1",42,27
"9454",34,3,4,"both_low","0",12,"sub-024","sub-024",3,6,NA,1,0,1,-1,NA,1,88,88,448,"in-group",88,34,"0",12,37
"9455",13,1,3,"different","1",41,"sub-024","sub-024",3,2,0,NA,0,0,NA,0,NA,89,89,449,"in-group",89,13,"1",66,41
"9456",13,1,3,"different","0",73,"sub-024","sub-024",1,2,1,NA,0,1,NA,1,NA,90,90,450,"in-group",90,13,"0",73,55
"9457",13,1,3,"different","1",14,"sub-024","sub-024",3,2,0,NA,0,0,NA,0,NA,91,91,451,"in-group",91,13,"1",46,14
"9458",43,4,3,"both_low","1",67,"sub-024","sub-024",3,6,NA,1,0,0,-1,NA,1,92,92,452,"in-group",92,43,"1",44,67
"9459",14,1,4,"different","1",44,"sub-024","sub-024",4,3,0,NA,0,0,NA,0,NA,93,93,453,"in-group",93,14,"1",91,44
"9460",24,2,4,"different","1",40,"sub-024","sub-024",4,5,0,NA,0,0,NA,0,NA,94,94,454,"in-group",94,24,"1",63,40
"9461",24,2,4,"different","0",68,"sub-024","sub-024",2,5,1,NA,0,1,NA,1,NA,95,95,455,"in-group",95,24,"0",68,41
"9462",31,3,1,"different","0",53,"sub-024","sub-024",3,2,0,NA,0,1,NA,0,NA,96,96,456,"in-group",96,31,"0",53,55
"9463",24,2,4,"different","0",55,"sub-024","sub-024",2,5,1,NA,0,1,NA,1,NA,97,97,457,"in-group",97,24,"0",55,47
"9464",42,4,2,"different","1",68,"sub-024","sub-024",2,5,1,NA,0,0,NA,1,NA,98,98,458,"in-group",98,42,"1",38,68
"9465",24,2,4,"different","0",55,"sub-024","sub-024",2,5,1,NA,0,1,NA,1,NA,99,99,459,"in-group",99,24,"0",55,38
"9466",31,3,1,"different","0",7,"sub-024","sub-024",3,2,0,NA,0,1,NA,0,NA,100,100,460,"in-group",100,31,"0",7,66
"9467",34,3,4,"both_low","1",46,"sub-024","sub-024",4,6,NA,0,0,0,-1,NA,0,101,101,461,"in-group",101,34,"1",56,46
"9468",23,2,3,"different","0",55,"sub-024","sub-024",2,4,1,NA,0,1,NA,1,NA,102,102,462,"in-group",102,23,"0",55,24
"9469",24,2,4,"different","0",58,"sub-024","sub-024",2,5,1,NA,0,1,NA,1,NA,103,103,463,"in-group",103,24,"0",58,35
"9470",14,1,4,"different","0",62,"sub-024","sub-024",1,3,1,NA,0,1,NA,1,NA,104,104,464,"in-group",104,14,"0",62,45
"9471",21,2,1,"both_high","0",59,"sub-024","sub-024",2,1,NA,0,0,1,1,NA,0,105,105,465,"in-group",105,21,"0",59,38
"9472",41,4,1,"different","0",34,"sub-024","sub-024",4,3,0,NA,0,1,NA,0,NA,106,106,466,"in-group",106,41,"0",34,55
"9473",42,4,2,"different","0",40,"sub-024","sub-024",4,5,0,NA,0,1,NA,0,NA,107,107,467,"in-group",107,42,"0",40,57
"9474",41,4,1,"different","0",46,"sub-024","sub-024",4,3,0,NA,0,1,NA,0,NA,108,108,468,"in-group",108,41,"0",46,87
"9475",43,4,3,"both_low","1",9,"sub-024","sub-024",3,6,NA,1,0,0,-1,NA,1,109,109,469,"in-group",109,43,"1",32,9
"9476",13,1,3,"different","0",77,"sub-024","sub-024",1,2,1,NA,0,1,NA,1,NA,110,110,470,"in-group",110,13,"0",77,46
"9477",21,2,1,"both_high","1",82,"sub-024","sub-024",1,1,NA,1,0,0,1,NA,1,111,111,471,"in-group",111,21,"1",58,82
"9478",24,2,4,"different","1",42,"sub-024","sub-024",4,5,0,NA,0,0,NA,0,NA,112,112,472,"in-group",112,24,"1",54,42
"9479",14,1,4,"different","0",86,"sub-024","sub-024",1,3,1,NA,0,1,NA,1,NA,114,114,474,"in-group",114,14,"0",86,47
"9480",21,2,1,"both_high","0",56,"sub-024","sub-024",2,1,NA,0,0,1,1,NA,0,115,115,475,"in-group",115,21,"0",56,64
"9481",23,2,3,"different","0",60,"sub-024","sub-024",2,4,1,NA,0,1,NA,1,NA,116,116,476,"in-group",116,23,"0",60,60
"9482",34,3,4,"both_low","1",45,"sub-024","sub-024",4,6,NA,0,0,0,-1,NA,0,117,117,477,"in-group",117,34,"1",57,45
"9483",24,2,4,"different","0",71,"sub-024","sub-024",2,5,1,NA,0,1,NA,1,NA,118,118,478,"in-group",118,24,"0",71,31
"9484",32,3,2,"different","1",58,"sub-024","sub-024",2,4,1,NA,0,0,NA,1,NA,119,119,479,"in-group",119,32,"1",31,58
"9485",21,2,1,"both_high","0",54,"sub-024","sub-024",2,1,NA,0,0,1,1,NA,0,120,120,480,"in-group",120,21,"0",54,77
"9486",43,4,3,"both_low","0",51,"sub-024","sub-024",4,6,NA,0,0,1,-1,NA,0,121,121,481,"in-group",121,43,"0",51,50
"9487",43,4,3,"both_low","1",44,"sub-024","sub-024",3,6,NA,1,0,0,-1,NA,1,122,122,482,"in-group",122,43,"1",35,44
"9488",32,3,2,"different","1",53,"sub-024","sub-024",2,4,1,NA,0,0,NA,1,NA,123,123,483,"in-group",123,32,"1",17,53
"9489",13,1,3,"different","0",63,"sub-024","sub-024",1,2,1,NA,0,1,NA,1,NA,124,124,484,"in-group",124,13,"0",63,32
"9490",12,1,2,"both_high","0",58,"sub-024","sub-024",1,1,NA,1,0,1,1,NA,1,125,125,485,"in-group",125,12,"0",58,62
"9491",41,4,1,"different","1",51,"sub-024","sub-024",1,3,1,NA,0,0,NA,1,NA,126,126,486,"in-group",126,41,"1",47,51
"9492",12,1,2,"both_high","1",61,"sub-024","sub-024",2,1,NA,0,0,0,1,NA,0,127,127,487,"in-group",127,12,"1",72,61
"9493",24,2,4,"different","0",64,"sub-024","sub-024",2,5,1,NA,0,1,NA,1,NA,128,128,488,"in-group",128,24,"0",64,41
"9494",23,2,3,"different","1",61,"sub-024","sub-024",3,4,0,NA,0,0,NA,0,NA,129,129,489,"in-group",129,23,"1",57,61
"9495",34,3,4,"both_low","1",44,"sub-024","sub-024",4,6,NA,0,0,0,-1,NA,0,130,130,490,"in-group",130,34,"1",62,44
"9496",43,4,3,"both_low","1",66,"sub-024","sub-024",3,6,NA,1,0,0,-1,NA,1,131,131,491,"in-group",131,43,"1",30,66
"9497",12,1,2,"both_high","0",68,"sub-024","sub-024",1,1,NA,1,0,1,1,NA,1,132,132,492,"in-group",132,12,"0",68,69
"9498",34,3,4,"both_low","1",43,"sub-024","sub-024",4,6,NA,0,0,0,-1,NA,0,133,133,493,"in-group",133,34,"1",68,43
"9499",12,1,2,"both_high","1",65,"sub-024","sub-024",2,1,NA,0,0,0,1,NA,0,134,134,494,"in-group",134,12,"1",83,65
"9500",24,2,4,"different","0",59,"sub-024","sub-024",2,5,1,NA,0,1,NA,1,NA,135,135,495,"in-group",135,24,"0",59,34
"9501",31,3,1,"different","1",71,"sub-024","sub-024",1,2,1,NA,0,0,NA,1,NA,136,136,496,"in-group",136,31,"1",50,71
"9502",34,3,4,"both_low","1",39,"sub-024","sub-024",4,6,NA,0,0,0,-1,NA,0,137,137,497,"in-group",137,34,"1",18,39
"9503",41,4,1,"different","1",70,"sub-024","sub-024",1,3,1,NA,0,0,NA,1,NA,138,138,498,"in-group",138,41,"1",33,70
"9504",42,4,2,"different","0",40,"sub-024","sub-024",4,5,0,NA,0,1,NA,0,NA,139,139,499,"in-group",139,42,"0",40,67
"9505",31,3,1,"different","1",53,"sub-024","sub-024",1,2,1,NA,0,0,NA,1,NA,140,140,500,"in-group",140,31,"1",25,53
"9506",13,1,3,"different","1",46,"sub-024","sub-024",3,2,0,NA,0,0,NA,0,NA,141,141,501,"in-group",141,13,"1",78,46
"9507",31,3,1,"different","1",57,"sub-024","sub-024",1,2,1,NA,0,0,NA,1,NA,142,142,502,"in-group",142,31,"1",58,57
"9508",12,1,2,"both_high","1",52,"sub-024","sub-024",2,1,NA,0,0,0,1,NA,0,143,143,503,"in-group",143,12,"1",59,52
"9509",23,2,3,"different","0",58,"sub-024","sub-024",2,4,1,NA,0,1,NA,1,NA,144,144,504,"in-group",144,23,"0",58,48
"9510",31,3,1,"different","0",44,"sub-024","sub-024",3,2,0,NA,0,1,NA,0,NA,145,145,505,"in-group",145,31,"0",44,75
"9511",12,1,2,"both_high","0",51,"sub-024","sub-024",1,1,NA,1,0,1,1,NA,1,146,146,506,"in-group",146,12,"0",51,61
"9512",34,3,4,"both_low","0",13,"sub-024","sub-024",3,6,NA,1,0,1,-1,NA,1,147,147,507,"in-group",147,34,"0",13,49
"9513",23,2,3,"different","0",63,"sub-024","sub-024",2,4,1,NA,0,1,NA,1,NA,148,148,508,"in-group",148,23,"0",63,19
"9514",14,1,4,"different","1",36,"sub-024","sub-024",4,3,0,NA,0,0,NA,0,NA,149,149,509,"in-group",149,14,"1",36,36
"9515",23,2,3,"different","0",53,"sub-024","sub-024",2,4,1,NA,0,1,NA,1,NA,150,150,510,"in-group",150,23,"0",53,49
"9516",43,4,3,"both_low","1",32,"sub-024","sub-024",3,6,NA,1,0,0,-1,NA,1,151,151,511,"in-group",151,43,"1",50,32
"9517",43,4,3,"both_low","1",53,"sub-024","sub-024",3,6,NA,1,0,0,-1,NA,1,152,152,512,"in-group",152,43,"1",52,53
"9518",23,2,3,"different","0",59,"sub-024","sub-024",2,4,1,NA,0,1,NA,1,NA,153,153,513,"in-group",153,23,"0",59,30
"9519",32,3,2,"different","1",63,"sub-024","sub-024",2,4,1,NA,0,0,NA,1,NA,154,154,514,"in-group",154,32,"1",28,63
"9520",32,3,2,"different","0",28,"sub-024","sub-024",3,4,0,NA,0,1,NA,0,NA,155,155,515,"in-group",155,32,"0",28,56
"9521",32,3,2,"different","1",66,"sub-024","sub-024",2,4,1,NA,0,0,NA,1,NA,157,157,517,"in-group",157,32,"1",33,66
"9522",31,3,1,"different","1",56,"sub-024","sub-024",1,2,1,NA,0,0,NA,1,NA,158,158,518,"in-group",158,31,"1",22,56
"9523",13,1,3,"different","1",38,"sub-024","sub-024",3,2,0,NA,0,0,NA,0,NA,159,159,519,"in-group",159,13,"1",82,38
"9524",34,3,4,"both_low","0",49,"sub-024","sub-024",3,6,NA,1,0,1,-1,NA,1,160,160,520,"in-group",160,34,"0",49,30
"9525",21,2,1,"both_high","1",60,"sub-024","sub-024",1,1,NA,1,0,0,1,NA,1,161,161,521,"in-group",161,21,"1",65,60
"9526",23,2,3,"different","1",30,"sub-024","sub-024",3,4,0,NA,0,0,NA,0,NA,162,162,522,"in-group",162,23,"1",51,30
"9527",32,3,2,"different","0",43,"sub-024","sub-024",3,4,0,NA,0,1,NA,0,NA,163,163,523,"in-group",163,32,"0",43,67
"9528",12,1,2,"both_high","1",60,"sub-024","sub-024",2,1,NA,0,0,0,1,NA,0,164,164,524,"in-group",164,12,"1",45,60
"9529",31,3,1,"different","1",70,"sub-024","sub-024",1,2,1,NA,0,0,NA,1,NA,165,165,525,"in-group",165,31,"1",39,70
"9530",43,4,3,"both_low","1",20,"sub-024","sub-024",3,6,NA,1,0,0,-1,NA,1,166,166,526,"in-group",166,43,"1",42,20
"9531",31,3,1,"different","0",42,"sub-024","sub-024",3,2,0,NA,0,1,NA,0,NA,167,167,527,"in-group",167,31,"0",42,57
"9532",23,2,3,"different","0",62,"sub-024","sub-024",2,4,1,NA,0,1,NA,1,NA,168,168,528,"in-group",168,23,"0",62,35
"9533",13,1,3,"different","0",50,"sub-024","sub-024",1,2,1,NA,0,1,NA,1,NA,169,169,529,"in-group",169,13,"0",50,36
"9534",13,1,3,"different","0",56,"sub-024","sub-024",1,2,1,NA,0,1,NA,1,NA,170,170,530,"in-group",170,13,"0",56,27
"9535",41,4,1,"different","0",29,"sub-024","sub-024",4,3,0,NA,0,1,NA,0,NA,171,171,531,"in-group",171,41,"0",29,74
"9536",32,3,2,"different","1",60,"sub-024","sub-024",2,4,1,NA,0,0,NA,1,NA,172,172,532,"in-group",172,32,"1",26,60
"9537",32,3,2,"different","1",50,"sub-024","sub-024",2,4,1,NA,0,0,NA,1,NA,173,173,533,"in-group",173,32,"1",51,50
"9538",32,3,2,"different","1",62,"sub-024","sub-024",2,4,1,NA,0,0,NA,1,NA,174,174,534,"in-group",174,32,"1",42,62
"9539",23,2,3,"different","0",56,"sub-024","sub-024",2,4,1,NA,0,1,NA,1,NA,175,175,535,"in-group",175,23,"0",56,47
"9540",12,1,2,"both_high","0",62,"sub-024","sub-024",1,1,NA,1,0,1,1,NA,1,176,176,536,"in-group",176,12,"0",62,49
"9541",23,2,3,"different","0",64,"sub-024","sub-024",2,4,1,NA,0,1,NA,1,NA,177,177,537,"in-group",177,23,"0",64,43
"9542",42,4,2,"different","1",53,"sub-024","sub-024",2,5,1,NA,0,0,NA,1,NA,178,178,538,"in-group",178,42,"1",36,53
"9543",41,4,1,"different","1",73,"sub-024","sub-024",1,3,1,NA,0,0,NA,1,NA,179,179,539,"in-group",179,41,"1",35,73
"9544",41,4,1,"different","1",47,"sub-024","sub-024",1,3,1,NA,0,0,NA,1,NA,180,180,540,"in-group",180,41,"1",48,47
"9545",43,4,3,"both_low","1",57,"sub-025","sub-025",3,6,NA,1,0,0,-1,NA,1,1,1,1,"baseline",1,43,"1",34,57
"9546",21,2,1,"both_high","0",57,"sub-025","sub-025",2,1,NA,0,0,1,1,NA,0,2,2,2,"baseline",2,21,"0",57,70
"9547",31,3,1,"different","1",56,"sub-025","sub-025",1,2,1,NA,0,0,NA,1,NA,3,3,3,"baseline",3,31,"1",63,56
"9548",41,4,1,"different","0",43,"sub-025","sub-025",4,3,0,NA,0,1,NA,0,NA,4,4,4,"baseline",4,41,"0",43,51
"9549",34,3,4,"both_low","0",32,"sub-025","sub-025",3,6,NA,1,0,1,-1,NA,1,5,5,5,"baseline",5,34,"0",32,31
"9550",32,3,2,"different","0",43,"sub-025","sub-025",3,4,0,NA,0,1,NA,0,NA,6,6,6,"baseline",6,32,"0",43,68
"9551",13,1,3,"different","0",32,"sub-025","sub-025",1,2,1,NA,0,1,NA,1,NA,7,7,7,"baseline",7,13,"0",32,18
"9552",42,4,2,"different","1",48,"sub-025","sub-025",2,5,1,NA,0,0,NA,1,NA,8,8,8,"baseline",8,42,"1",44,48
"9553",42,4,2,"different","0",38,"sub-025","sub-025",4,5,0,NA,0,1,NA,0,NA,9,9,9,"baseline",9,42,"0",38,58
"9554",24,2,4,"different","1",39,"sub-025","sub-025",4,5,0,NA,0,0,NA,0,NA,10,10,10,"baseline",10,24,"1",63,39
"9555",12,1,2,"both_high","1",62,"sub-025","sub-025",2,1,NA,0,0,0,1,NA,0,11,11,11,"baseline",11,12,"1",48,62
"9556",43,4,3,"both_low","1",48,"sub-025","sub-025",3,6,NA,1,0,0,-1,NA,1,12,12,12,"baseline",12,43,"1",46,48
"9557",23,2,3,"different","0",67,"sub-025","sub-025",2,4,1,NA,0,1,NA,1,NA,13,13,13,"baseline",13,23,"0",67,44
"9558",14,1,4,"different","0",41,"sub-025","sub-025",1,3,1,NA,0,1,NA,1,NA,14,14,14,"baseline",14,14,"0",41,45
"9559",34,3,4,"both_low","1",38,"sub-025","sub-025",4,6,NA,0,0,0,-1,NA,0,15,15,15,"baseline",15,34,"1",62,38
"9560",24,2,4,"different","0",65,"sub-025","sub-025",2,5,1,NA,0,1,NA,1,NA,16,16,16,"baseline",16,24,"0",65,46
"9561",42,4,2,"different","1",62,"sub-025","sub-025",2,5,1,NA,0,0,NA,1,NA,17,17,17,"baseline",17,42,"1",43,62
"9562",31,3,1,"different","1",64,"sub-025","sub-025",1,2,1,NA,0,0,NA,1,NA,18,18,18,"baseline",18,31,"1",56,64
"9563",43,4,3,"both_low","0",44,"sub-025","sub-025",4,6,NA,0,0,1,-1,NA,0,19,19,19,"baseline",19,43,"0",44,45
"9564",12,1,2,"both_high","0",75,"sub-025","sub-025",1,1,NA,1,0,1,1,NA,1,20,20,20,"baseline",20,12,"0",75,53
