"","stimuliShown","group_1","buttonBox_2.started","cross_sel.started","cross_slow.started","dur_fix","dur_selection","perceptual_result","block","stim1","stim2","response","rt","reward","ID","stim_chosen","typeOfChoice","highChosen","riskChosen","forced","choices","win","correct","risky","trial","trial_cont","trial_id","trial_n","trigger_integer","buttonBox_2.keys","participant","left_rew_dbl","right_rew_dbl"
"11701",31,"underestimator",1932.7862217,"1933.8801023","None",144,146,"overestimator",2,"3","1","1",1.02960839999969,70,"sub-026",1,2,1,NA,0,0,NA,1,NA,142,142,322,142,31,"1","sub-026",37,70
"11702",34,"underestimator",1937.7195286,"1939.1439956999998","None",177,121,"overestimator",2,"3","4","1",1.36196119999977,36,"sub-026",4,6,NA,0,0,0,-1,NA,0,143,143,323,143,34,"1","sub-026",59,36
"11703",34,"underestimator",1942.6358796,"1943.2767331999999","None",160,166,"overestimator",2,"3","4","0",0.578386899999714,17,"sub-026",3,6,NA,1,0,1,-1,NA,1,144,144,324,144,34,"0","sub-026",17,41
"11704",31,"underestimator",1946.9131745,"1948.1177978","None",133,123,"overestimator",2,"3","1","1",1.14083870000013,56,"sub-026",1,2,1,NA,0,0,NA,1,NA,145,145,325,145,31,"1","sub-026",39,56
"11705",24,"underestimator",1951.2867791,"1952.0094424999997","None",120,152,"overestimator",2,"2","4","0",0.65862479999987,67,"sub-026",2,5,1,NA,0,1,NA,1,NA,146,146,326,146,24,"0","sub-026",67,41
"11706",43,"underestimator",1955.8608468,"1957.3675626999998","None",171,138,"overestimator",2,"4","3","1",1.44203060000018,31,"sub-026",3,6,NA,1,0,0,-1,NA,1,147,147,327,147,43,"1","sub-026",33,31
"11707",23,"underestimator",1960.7602095,"1962.0415377999998","None",132,167,"overestimator",2,"2","3","0",1.21685070000012,57,"sub-026",2,4,1,NA,0,1,NA,1,NA,148,148,328,148,23,"0","sub-026",57,41
"11708",43,"underestimator",1965.802917,"1967.8871869","None",146,153,"overestimator",2,"4","3","0",2.02247859999989,35,"sub-026",4,6,NA,0,0,1,-1,NA,0,149,149,329,149,43,"0","sub-026",35,45
"11709",13,"underestimator",1971.4099981,"1972.5087463999998","None",133,139,"overestimator",2,"1","3","0",1.03459190000012,68,"sub-026",1,2,1,NA,0,1,NA,1,NA,150,150,330,150,13,"0","sub-026",68,52
"11710",24,"underestimator",1976.0435477,"1976.8496821999997","None",146,136,"overestimator",2,"2","4","0",0.742095999999947,60,"sub-026",2,5,1,NA,0,1,NA,1,NA,151,151,331,151,24,"0","sub-026",60,43
"11711",24,"underestimator",1980.3352412,"1981.2045973","None",144,170,"overestimator",2,"2","4","0",0.806578499999887,55,"sub-026",2,5,1,NA,0,1,NA,1,NA,152,152,332,152,24,"0","sub-026",55,45
"11712",14,"underestimator",1985.201926,"1986.6581714999998","None",172,171,"overestimator",2,"1","4","0",1.39238060000025,52,"sub-026",1,3,1,NA,0,1,NA,1,NA,153,153,333,153,14,"0","sub-026",52,35
"11713",32,"underestimator",1990.3760425,"1991.3006043999999","None",138,167,"overestimator",2,"3","2","1",0.862035600000127,61,"sub-026",2,4,1,NA,0,0,NA,1,NA,154,154,334,154,32,"1","sub-026",28,61
"11714",34,"underestimator",1994.9846865,"1996.5249061999998","None",138,179,"overestimator",2,"3","4","1",1.47997890000033,46,"sub-026",4,6,NA,0,0,0,-1,NA,0,155,155,335,155,34,"1","sub-026",9,46
"11715",13,"underestimator",2000.3339672,"2001.2506042999998","None",139,128,"overestimator",2,"1","3","0",0.854125500000009,55,"sub-026",1,2,1,NA,0,1,NA,1,NA,156,156,336,156,13,"0","sub-026",55,49
"11716",23,"underestimator",2004.6502701,"2005.4790067999998","None",142,156,"overestimator",2,"2","3","0",0.765705799999978,64,"sub-026",2,4,1,NA,0,1,NA,1,NA,157,157,337,157,23,"0","sub-026",64,38
"11717",31,"underestimator",2008.968615,"2010.6218162","None",126,148,"overestimator",2,"3","1","1",1.59140239999988,42,"sub-026",1,2,1,NA,0,0,NA,1,NA,158,158,338,158,31,"1","sub-026",48,42
"11718",14,"underestimator",2014.275611,"2015.8208113","None",152,144,"overestimator",2,"1","4","1",1.4839221999996,35,"sub-026",4,3,0,NA,0,0,NA,0,NA,159,159,339,159,14,"1","sub-026",47,35
"11719",41,"underestimator",2019.4167421,"2020.4398384","None",151,178,"overestimator",2,"4","1","1",0.958740000000034,63,"sub-026",1,3,1,NA,0,0,NA,1,NA,160,160,340,160,41,"1","sub-026",39,63
"11720",31,"underestimator",2024.3242679,"2025.6481244000001","None",150,172,"overestimator",2,"3","1","1",1.25947459999998,73,"sub-026",1,2,1,NA,0,0,NA,1,NA,161,161,341,161,31,"1","sub-026",50,73
"11721",21,"underestimator",2029.4906102,"2031.4787093","None",150,135,"overestimator",2,"2","1","1",1.92566399999987,66,"sub-026",1,1,NA,1,0,0,1,NA,1,162,162,342,162,21,"1","sub-026",51,66
"11722",43,"underestimator",2035.2329434,"2036.914451","None",178,171,"overestimator",2,"4","3","0",1.6191374,42,"sub-026",4,6,NA,0,0,1,-1,NA,0,163,163,343,163,43,"0","sub-026",42,12
"11723",31,"underestimator",2040.6239743,"2041.6227089999998","None",137,161,"overestimator",2,"3","1","1",0.935421500000302,41,"sub-026",1,2,1,NA,0,0,NA,1,NA,164,164,344,164,31,"1","sub-026",34,41
"11724",41,"underestimator",2045.2428041,"2047.2696505999997","None",135,146,"overestimator",2,"4","1","1",1.96521620000021,70,"sub-026",1,3,1,NA,0,0,NA,1,NA,165,165,345,165,41,"1","sub-026",38,70
"11725",13,"underestimator",2050.9823628,"2052.3268525","None",160,137,"overestimator",2,"1","3","1",1.27845759999991,18,"sub-026",3,2,0,NA,0,0,NA,0,NA,166,166,346,166,13,"1","sub-026",58,18
"11726",43,"underestimator",2055.8329479,"2056.9276136999997","None",145,150,"overestimator",2,"4","3","0",1.03187209999987,44,"sub-026",4,6,NA,0,0,1,-1,NA,0,167,167,347,167,43,"0","sub-026",44,25
"11727",43,"underestimator",2060.3997473,"2061.1587663","None",128,160,"overestimator",2,"4","3","1",0.691544000000249,37,"sub-026",3,6,NA,1,0,0,-1,NA,1,168,168,348,168,43,"1","sub-026",39,37
"11728",24,"underestimator",2064.9172365,"2065.8463888","None",151,141,"overestimator",2,"2","4","0",0.865230200000042,60,"sub-026",2,5,1,NA,0,1,NA,1,NA,169,169,349,169,24,"0","sub-026",60,32
"11729",23,"underestimator",2069.2477662,"2071.5124234","None",130,179,"overestimator",2,"2","3","0",2.20178549999991,55,"sub-026",2,4,1,NA,0,1,NA,1,NA,170,170,350,170,23,"0","sub-026",55,64
"11730",32,"underestimator",2075.5476872,"2076.7561218","None",168,137,"overestimator",2,"3","2","0",1.14234830000032,32,"sub-026",3,4,0,NA,0,1,NA,0,NA,171,171,351,171,32,"0","sub-026",32,60
"11731",32,"underestimator",2080.1316203,"2080.8544693999997","None",129,177,"overestimator",2,"3","2","1",0.657216099999914,66,"sub-026",2,4,1,NA,0,0,NA,1,NA,172,172,352,172,32,"1","sub-026",52,66
"11732",32,"underestimator",2084.8149639,"2085.3873134","None",159,126,"overestimator",2,"3","2","1",0.503656399999727,60,"sub-026",2,4,1,NA,0,0,NA,1,NA,173,173,353,173,32,"1","sub-026",67,60
"11733",31,"underestimator",2088.5978564,"2089.7538015","None",121,159,"overestimator",2,"3","1","1",1.09193989999994,47,"sub-026",1,2,1,NA,0,0,NA,1,NA,174,174,354,174,31,"1","sub-026",49,47
"11734",43,"underestimator",2093.3124535,"2095.6025989","None",131,154,"overestimator",2,"4","3","1",2.22726050000028,41,"sub-026",3,6,NA,1,0,0,-1,NA,1,175,175,355,175,43,"1","sub-026",42,41
"11735",24,"underestimator",2099.4144812,"2100.1740432","None",166,142,"overestimator",2,"2","4","0",0.696101200000157,58,"sub-026",2,5,1,NA,0,1,NA,1,NA,176,176,356,176,24,"0","sub-026",58,48
"11736",42,"underestimator",2103.7886602,"2105.1581135","None",153,141,"overestimator",2,"4","2","1",1.30418250000002,54,"sub-026",2,5,1,NA,0,0,NA,1,NA,177,177,357,177,42,"1","sub-026",44,54
"11737",42,"underestimator",2108.754979,"2109.4451239","None",152,155,"overestimator",2,"4","2","1",0.624119500000234,66,"sub-026",2,5,1,NA,0,0,NA,1,NA,178,178,358,178,42,"1","sub-026",49,66
"11738",12,"underestimator",2113.1546927,"2113.8954883","None",151,122,"overestimator",2,"1","2","1",0.676346900000226,56,"sub-026",2,1,NA,0,0,0,1,NA,0,179,179,359,179,12,"1","sub-026",82,56
"11739",24,"underestimator",2117.3967325,"2118.3064061","None",161,145,"overestimator",2,"2","4","0",0.842660599999817,58,"sub-026",2,5,1,NA,0,1,NA,1,NA,180,180,360,180,24,"0","sub-026",58,45
"11740",14,"underestimator",2194.4358843,"2195.8853397","None",169,166,"overestimator",3,"1","4","1",1.35878769999999,40,"sub-026",4,3,0,NA,0,0,NA,0,NA,1,1,361,1,14,"1","sub-026",67,40
"11741",13,"underestimator",2199.7928171,"2200.5687741999996","None",164,179,"overestimator",3,"1","3","0",0.692199799999798,66,"sub-026",1,2,1,NA,0,1,NA,1,NA,2,2,362,2,13,"0","sub-026",66,49
"11742",34,"underestimator",2204.6684314,"2206.3347437999996","None",175,151,"overestimator",3,"3","4","0",1.60482559999946,38,"sub-026",3,6,NA,1,0,1,-1,NA,1,3,3,363,3,34,"0","sub-026",38,46
"11743",32,"underestimator",2209.8257764,"2210.9245785999997","None",131,145,"overestimator",3,"3","2","1",1.02963420000015,48,"sub-026",2,4,1,NA,0,0,NA,1,NA,4,4,364,4,32,"1","sub-026",61,48
"11744",12,"underestimator",2214.601462,"2215.8247917000003","None",158,160,"overestimator",3,"1","2","0",1.15895739999996,77,"sub-026",1,1,NA,1,0,1,1,NA,1,5,5,365,5,12,"0","sub-026",77,55
"11745",43,"underestimator",2219.7275726,"2222.4633804","None",169,176,"overestimator",3,"4","3","0",2.67359750000014,34,"sub-026",4,6,NA,0,0,1,-1,NA,0,6,6,366,6,43,"0","sub-026",34,57
"11746",24,"underestimator",2226.492268,"2228.0115261999995","None",170,160,"overestimator",3,"2","4","0",1.45597420000013,64,"sub-026",2,5,1,NA,0,1,NA,1,NA,7,7,367,7,24,"0","sub-026",64,45
"11747",24,"underestimator",2231.9173753,"2232.9161602","None",171,152,"overestimator",3,"2","4","0",0.935723300000063,54,"sub-026",2,5,1,NA,0,1,NA,1,NA,8,8,368,8,24,"0","sub-026",54,42
"11748",41,"underestimator",2236.4492873,"2237.3525636","None",132,138,"overestimator",3,"4","1","1",0.838655300000028,46,"sub-026",1,3,1,NA,0,0,NA,1,NA,9,9,369,9,41,"1","sub-026",36,46
"11749",12,"underestimator",2240.6508036,"2241.4585433999996","None",120,166,"overestimator",3,"1","2","0",0.745323499999358,93,"sub-026",1,1,NA,1,0,1,1,NA,1,10,10,370,10,12,"0","sub-026",93,54
"11750",13,"underestimator",2245.0755323,"2246.7486766999996","None",131,137,"overestimator",3,"1","3","1",1.61019250000027,52,"sub-026",3,2,0,NA,0,0,NA,0,NA,11,11,371,11,13,"1","sub-026",84,52
"11751",21,"underestimator",2250.1917594,"2251.5713539000003","None",138,129,"overestimator",3,"2","1","1",1.31534310000006,50,"sub-026",1,1,NA,1,0,0,1,NA,1,12,12,372,12,21,"1","sub-026",55,50
"11752",43,"underestimator",2255.1409518,"2256.899159","None",162,152,"overestimator",3,"4","3","1",1.69671140000082,31,"sub-026",3,6,NA,1,0,0,-1,NA,1,13,13,373,13,43,"1","sub-026",44,31
"11753",23,"underestimator",2260.3665524,"2262.0223468","None",127,142,"overestimator",3,"2","3","1",1.59238600000026,53,"sub-026",3,4,0,NA,0,0,NA,0,NA,14,14,374,14,23,"1","sub-026",70,53
"11754",24,"underestimator",2265.8085189,"2267.3641838","None",174,148,"overestimator",3,"2","4","0",1.49141839999993,61,"sub-026",2,5,1,NA,0,1,NA,1,NA,15,15,375,15,24,"0","sub-026",61,37
"11755",42,"underestimator",2271.1736585,"2272.2305604999997","None",171,156,"overestimator",3,"4","2","1",0.99263929999961,61,"sub-026",2,5,1,NA,0,0,NA,1,NA,16,16,376,16,42,"1","sub-026",39,61
"11756",31,"underestimator",2275.7648527,"2277.0064956","None",130,175,"overestimator",3,"3","1","1",1.17852419999963,47,"sub-026",1,2,1,NA,0,0,NA,1,NA,17,17,377,17,31,"1","sub-026",22,47
"11757",34,"underestimator",2280.7076661,"2283.45642","None",131,150,"overestimator",3,"3","4","0",2.68083040000056,25,"sub-026",3,6,NA,1,0,1,-1,NA,1,18,18,378,18,34,"0","sub-026",25,35
"11758",43,"underestimator",2287.0234761,"2288.5109275","None",141,153,"overestimator",3,"4","3","1",1.4244005999999,25,"sub-026",3,6,NA,1,0,0,-1,NA,1,19,19,379,19,43,"1","sub-026",28,25
"11759",23,"underestimator",2292.2065592,"2293.8381477","None",152,136,"overestimator",3,"2","3","1",1.56805290000011,21,"sub-026",3,4,0,NA,0,0,NA,0,NA,20,20,380,20,23,"1","sub-026",69,21
"11760",42,"underestimator",2297.2589901,"2299.7124234999997","None",136,156,"overestimator",3,"4","2","1",2.39032310000039,49,"sub-026",2,5,1,NA,0,0,NA,1,NA,21,21,381,21,42,"1","sub-026",52,49
"11761",42,"underestimator",2303.3979651,"2304.505619","None",151,134,"overestimator",3,"4","2","1",1.04350830000021,59,"sub-026",2,5,1,NA,0,0,NA,1,NA,22,22,382,22,42,"1","sub-026",38,59
"11762",21,"underestimator",2307.8145587,"2309.1874052","None",121,131,"overestimator",3,"2","1","1",1.30886270000065,88,"sub-026",1,1,NA,1,0,0,1,NA,1,23,23,383,23,21,"1","sub-026",57,88
"11763",21,"underestimator",2312.4560416,"2313.0389375","None",123,165,"overestimator",3,"2","1","1",0.518844799999897,44,"sub-026",1,1,NA,1,0,0,1,NA,1,24,24,384,24,21,"1","sub-026",60,44
"11764",31,"underestimator",2316.9384761,"2317.6074916000002","None",164,153,"overestimator",3,"3","1","1",0.604064200000721,41,"sub-026",1,2,1,NA,0,0,NA,1,NA,25,25,385,25,31,"1","sub-026",44,41
"11765",21,"underestimator",2321.1146808,"2322.6926986000003","None",131,126,"overestimator",3,"2","1","1",1.51623019999988,48,"sub-026",1,1,NA,1,0,0,1,NA,1,26,26,386,26,21,"1","sub-026",56,48
"11766",41,"underestimator",2326.0639183,"2327.3954069999995","None",134,129,"overestimator",3,"4","1","1",1.26727819999996,70,"sub-026",1,3,1,NA,0,0,NA,1,NA,27,27,387,27,41,"1","sub-026",39,70
"11767",13,"underestimator",2331.0380319,"2332.2862665","None",170,162,"overestimator",3,"1","3","0",1.18527910000012,60,"sub-026",1,2,1,NA,0,1,NA,1,NA,28,28,388,28,13,"0","sub-026",60,23
"11768",34,"underestimator",2336.0716305,"2337.4628807000004","None",154,160,"overestimator",3,"3","4","1",1.32803520000016,41,"sub-026",4,6,NA,0,0,0,-1,NA,0,29,29,389,29,34,"1","sub-026",13,41
"11769",24,"underestimator",2341.0710252,"2343.6328509","None",136,175,"overestimator",3,"2","4","1",2.49981759999991,40,"sub-026",4,5,0,NA,0,0,NA,0,NA,30,30,390,30,24,"1","sub-026",68,40
"11770",12,"underestimator",2347.6366683,"2348.6021717999997","None",167,163,"overestimator",3,"1","2","0",0.901147500000661,82,"sub-026",1,1,NA,1,0,1,1,NA,1,31,31,391,31,12,"0","sub-026",82,72
"11771",24,"underestimator",2352.4217135,"2354.41095","None",154,137,"overestimator",3,"2","4","0",1.92693820000022,60,"sub-026",2,5,1,NA,0,1,NA,1,NA,32,32,392,32,24,"0","sub-026",60,46
"11772",24,"underestimator",2357.8704587,"2358.6411854000003","None",138,121,"overestimator",3,"2","4","0",0.704156099999636,56,"sub-026",2,5,1,NA,0,1,NA,1,NA,33,33,393,33,24,"0","sub-026",56,34
"11773",34,"underestimator",2362.1952234,"2363.3387952999997","None",168,171,"overestimator",3,"3","4","0",1.07952870000008,63,"sub-026",3,6,NA,1,0,1,-1,NA,1,34,34,394,34,34,"0","sub-026",63,32
"11774",23,"underestimator",2367.2139209,"2368.2731397000002","None",156,139,"overestimator",3,"2","3","0",0.993618599999536,53,"sub-026",2,4,1,NA,0,1,NA,1,NA,35,35,395,35,23,"0","sub-026",53,69
"11775",34,"underestimator",2371.8803776,"2372.7978359000003","None",154,120,"overestimator",3,"3","4","1",0.852966400000696,32,"sub-026",4,6,NA,0,0,0,-1,NA,0,36,36,396,36,34,"1","sub-026",23,32
"11776",24,"underestimator",2376.4448187,"2377.3374879","None",177,155,"overestimator",3,"2","4","0",0.829312500000015,56,"sub-026",2,5,1,NA,0,1,NA,1,NA,37,37,397,37,24,"0","sub-026",56,48
"11777",21,"underestimator",2381.2031393,"2382.1237248","None",172,136,"overestimator",3,"2","1","1",0.857543600000099,74,"sub-026",1,1,NA,1,0,0,1,NA,1,38,38,398,38,21,"1","sub-026",68,74
"11778",24,"underestimator",2385.5357556,"2387.3979026","None",138,166,"overestimator",3,"2","4","0",1.80070969999997,59,"sub-026",2,5,1,NA,0,1,NA,1,NA,39,39,399,39,24,"0","sub-026",59,39
"11779",34,"underestimator",2391.2701909,"2393.2032131","None",160,177,"overestimator",3,"3","4","0",1.86932569999954,42,"sub-026",3,6,NA,1,0,1,-1,NA,1,40,40,400,40,34,"0","sub-026",42,36
"11780",42,"underestimator",2397.0200306,"2398.2405046","None",144,126,"overestimator",3,"4","2","1",1.15632960000039,66,"sub-026",2,5,1,NA,0,0,NA,1,NA,41,41,401,41,42,"1","sub-026",36,66
"11781",32,"underestimator",2401.8441142,"2402.7009707","None",170,150,"overestimator",3,"3","2","1",0.792063699999744,67,"sub-026",2,4,1,NA,0,0,NA,1,NA,42,42,402,42,32,"1","sub-026",44,67
"11782",42,"underestimator",2406.1190005,"2406.9002233999995","None",122,127,"overestimator",3,"4","2","1",0.716588299999785,62,"sub-026",2,5,1,NA,0,0,NA,1,NA,43,43,403,43,42,"1","sub-026",44,62
"11783",24,"underestimator",2410.3189266,"2411.914201","None",146,178,"overestimator",3,"2","4","0",1.53493220000018,54,"sub-026",2,5,1,NA,0,1,NA,1,NA,44,44,404,44,24,"0","sub-026",54,35
"11784",31,"underestimator",2415.6131959,"2416.8787638","None",129,134,"overestimator",3,"3","1","1",1.20184139999947,65,"sub-026",1,2,1,NA,0,0,NA,1,NA,45,45,405,45,31,"1","sub-026",62,65
"11785",12,"underestimator",2450.2751865,"2451.9437239000004","None",135,135,"overestimator",3,"1","2","1",1.60655330000009,69,"sub-026",2,1,NA,0,0,0,1,NA,0,46,46,406,46,12,"1","sub-026",66,69
"11786",41,"underestimator",2455.6086674,"2456.3252420000003","None",165,131,"overestimator",3,"4","1","1",0.654246999999486,53,"sub-026",1,3,1,NA,0,0,NA,1,NA,47,47,407,47,41,"1","sub-026",44,53
"11787",34,"underestimator",2459.9910735,"2462.0832090999997","None",171,147,"overestimator",3,"3","4","0",2.03149610000037,36,"sub-026",3,6,NA,1,0,1,-1,NA,1,48,48,408,48,34,"0","sub-026",36,49
"11788",32,"underestimator",2465.8344714,"2468.4183320999996","None",162,120,"overestimator",3,"3","2","1",2.52119539999967,50,"sub-026",2,4,1,NA,0,0,NA,1,NA,49,49,409,49,32,"1","sub-026",45,50
"11789",32,"underestimator",2471.7414745,"2472.5900076000003","None",140,156,"overestimator",3,"3","2","1",0.785591099999692,55,"sub-026",2,4,1,NA,0,0,NA,1,NA,50,50,410,50,32,"1","sub-026",32,55
"11790",13,"underestimator",2476.1519358,"2477.8239780999997","None",132,122,"overestimator",3,"1","3","0",1.61005959999966,52,"sub-026",1,2,1,NA,0,1,NA,1,NA,51,51,411,51,13,"0","sub-026",52,35
"11791",32,"underestimator",2481.3909996,"2482.9719002999996","None",169,173,"overestimator",3,"3","2","1",1.51845950000006,58,"sub-026",2,4,1,NA,0,0,NA,1,NA,52,52,412,52,32,"1","sub-026",41,58
"11792",23,"underestimator",2486.6585003,"2487.8055886999996","None",132,148,"overestimator",3,"2","3","0",1.08319639999991,59,"sub-026",2,4,1,NA,0,1,NA,1,NA,53,53,413,53,23,"0","sub-026",59,30
"11793",14,"underestimator",2491.3331466,"2492.7942792","None",138,179,"overestimator",3,"1","4","0",1.39635890000045,29,"sub-026",1,3,1,NA,0,1,NA,1,NA,54,54,414,54,14,"0","sub-026",29,37
"11794",12,"underestimator",2496.5493864,"2498.6955931999996","None",133,174,"overestimator",3,"1","2","0",2.08468919999996,69,"sub-026",1,1,NA,1,0,1,1,NA,1,55,55,415,55,12,"0","sub-026",69,59
"11795",13,"underestimator",2502.5153176,"2503.2053281000003","None",146,126,"overestimator",3,"1","3","0",0.62545880000016,38,"sub-026",1,2,1,NA,0,1,NA,1,NA,56,56,416,56,13,"0","sub-026",38,67
"11796",23,"underestimator",2506.8726656,"2509.6294467000002","None",176,129,"overestimator",3,"2","3","0",2.69397599999957,60,"sub-026",2,4,1,NA,0,1,NA,1,NA,57,57,417,57,23,"0","sub-026",60,46
"11797",32,"underestimator",2513.0502127,"2513.7226180000002","None",144,137,"overestimator",3,"3","2","1",0.605207300000075,57,"sub-026",2,4,1,NA,0,0,NA,1,NA,58,58,418,58,32,"1","sub-026",64,57
"11798",21,"underestimator",2517.0317473,"2517.7753589","None",123,136,"overestimator",3,"2","1","0",0.678436799999872,64,"sub-026",2,1,NA,0,0,1,1,NA,0,59,59,419,59,21,"0","sub-026",64,82
"11799",41,"underestimator",2521.4654494,"2522.8960954","None",167,169,"overestimator",3,"4","1","0",1.36625439999989,45,"sub-026",4,3,0,NA,0,1,NA,0,NA,60,60,420,60,41,"0","sub-026",45,48
"11800",31,"underestimator",2526.6803814,"2528.1629594","None",148,170,"overestimator",3,"3","1","1",1.41864270000042,71,"sub-026",1,2,1,NA,0,0,NA,1,NA,61,61,421,61,31,"1","sub-026",53,71
"11801",14,"underestimator",2531.7810362,"2532.7377742000003","None",126,151,"overestimator",3,"1","4","0",0.892090700000153,69,"sub-026",1,3,1,NA,0,1,NA,1,NA,62,62,422,62,14,"0","sub-026",69,47
"11802",43,"underestimator",2536.6148111,"2537.6484423999996","None",176,161,"overestimator",3,"4","3","1",0.967348199999833,40,"sub-026",3,6,NA,1,0,0,-1,NA,1,63,63,423,63,43,"1","sub-026",43,40
"11803",13,"underestimator",2541.1721913,"2542.4789030999996","None",125,147,"overestimator",3,"1","3","0",1.24258420000024,81,"sub-026",1,2,1,NA,0,1,NA,1,NA,64,64,424,64,13,"0","sub-026",81,71
"11804",32,"underestimator",2546.221461,"2547.3649954999996","None",164,144,"overestimator",3,"3","2","1",1.07970569999998,67,"sub-026",2,4,1,NA,0,0,NA,1,NA,65,65,425,65,32,"1","sub-026",30,67
"11805",34,"underestimator",2551.0048482,"2552.0281312","None",154,148,"overestimator",3,"3","4","1",0.958869099999902,42,"sub-026",4,6,NA,0,0,0,-1,NA,0,66,66,426,66,34,"1","sub-026",28,42
"11806",34,"underestimator",2555.7632877,"2556.3082577","None",163,141,"overestimator",3,"3","4","1",0.479485599999862,51,"sub-026",4,6,NA,0,0,0,-1,NA,0,67,67,427,67,34,"1","sub-026",31,51
"11807",31,"underestimator",2560.0379477,"2561.3705212","None",167,162,"overestimator",3,"3","1","1",1.26904140000079,61,"sub-026",1,2,1,NA,0,0,NA,1,NA,68,68,428,68,31,"1","sub-026",38,61
"11808",14,"underestimator",2565.2886008,"2566.7308860999997","None",169,167,"overestimator",3,"1","4","0",1.37859029999981,37,"sub-026",1,3,1,NA,0,1,NA,1,NA,69,69,429,69,14,"0","sub-026",37,38
"11809",42,"underestimator",2570.5877403,"2571.5493043","None",158,138,"overestimator",3,"4","2","1",0.897372500000529,65,"sub-026",2,5,1,NA,0,0,NA,1,NA,70,70,430,70,42,"1","sub-026",33,65
"11810",23,"underestimator",2575.1623117,"2576.3854976999996","None",159,122,"overestimator",3,"2","3","0",1.15902809999989,59,"sub-026",2,4,1,NA,0,1,NA,1,NA,71,71,431,71,23,"0","sub-026",59,48
"11811",31,"underestimator",2579.7052034,"2580.4728115000003","None",139,161,"overestimator",3,"3","1","1",0.703822899999977,45,"sub-026",1,2,1,NA,0,0,NA,1,NA,72,72,432,72,31,"1","sub-026",54,45
"11812",14,"underestimator",2584.0957612,"2586.2021560999997","None",137,144,"overestimator",3,"1","4","0",2.04430909999974,56,"sub-026",1,3,1,NA,0,1,NA,1,NA,73,73,433,73,14,"0","sub-026",56,50
"11813",13,"underestimator",2590.0283191,"2591.0381523","None",178,176,"overestimator",3,"1","3","1",0.945982100000037,26,"sub-026",3,2,0,NA,0,0,NA,0,NA,74,74,434,74,13,"1","sub-026",55,26
"11814",32,"underestimator",2594.8278497,"2596.3261289999996","None",141,160,"overestimator",3,"3","2","1",1.43339639999976,63,"sub-026",2,4,1,NA,0,0,NA,1,NA,75,75,435,75,32,"1","sub-026",39,63
"11815",14,"underestimator",2599.869492,"2600.8280264","None",128,173,"overestimator",3,"1","4","0",0.894876199999999,63,"sub-026",1,3,1,NA,0,1,NA,1,NA,76,76,436,76,14,"0","sub-026",63,42
"11816",24,"underestimator",2604.8290906,"2605.6594622999996","None",168,168,"overestimator",3,"2","4","0",0.765729799999463,51,"sub-026",2,5,1,NA,0,1,NA,1,NA,77,77,437,77,24,"0","sub-026",51,40
"11817",24,"underestimator",2609.2718411,"2609.9904249999995","None",129,148,"overestimator",3,"2","4","0",0.65406030000031,64,"sub-026",2,5,1,NA,0,1,NA,1,NA,78,78,438,78,24,"0","sub-026",64,50
"11818",41,"underestimator",2613.6206256,"2614.6511432","None",150,154,"overestimator",3,"4","1","1",0.966087200000402,77,"sub-026",1,3,1,NA,0,0,NA,1,NA,79,79,439,79,41,"1","sub-026",46,77
"11819",41,"underestimator",2618.5605181,"2619.1998258999997","None",177,177,"overestimator",3,"4","1","1",0.567510300000322,56,"sub-026",1,3,1,NA,0,0,NA,1,NA,80,80,440,80,41,"1","sub-026",39,56
"11820",21,"underestimator",2622.8446686,"2624.0291777999996","None",124,174,"overestimator",3,"2","1","0",1.12088199999926,53,"sub-026",2,1,NA,0,0,1,1,NA,0,81,81,441,81,21,"0","sub-026",53,91
"11821",13,"underestimator",2627.636039,"2628.7045363","None",120,163,"overestimator",3,"1","3","0",1.00453149999976,43,"sub-026",1,2,1,NA,0,1,NA,1,NA,82,82,442,82,13,"0","sub-026",43,37
"11822",13,"underestimator",2632.6104154,"2633.7280342999998","None",168,168,"overestimator",3,"1","3","0",1.05410120000033,79,"sub-026",1,2,1,NA,0,1,NA,1,NA,83,83,443,83,13,"0","sub-026",79,51
"11823",23,"underestimator",2637.5099151,"2638.5669808999996","None",149,167,"overestimator",3,"2","3","0",0.99278459999914,62,"sub-026",2,4,1,NA,0,1,NA,1,NA,84,84,444,84,23,"0","sub-026",62,56
"11824",34,"underestimator",2642.2764441,"2644.8944368999996","None",141,143,"overestimator",3,"3","4","1",2.5562587000004,41,"sub-026",4,6,NA,0,0,0,-1,NA,0,85,85,445,85,34,"1","sub-026",57,41
"11825",13,"underestimator",2648.7260733,"2649.6401365999996","None",179,130,"overestimator",3,"1","3","0",0.849490699999478,27,"sub-026",1,2,1,NA,0,1,NA,1,NA,86,86,446,86,13,"0","sub-026",27,24
"11826",24,"underestimator",2653.0681507,"2654.4116007999996","None",145,135,"overestimator",3,"2","4","0",1.27959920000012,58,"sub-026",2,5,1,NA,0,1,NA,1,NA,87,87,447,87,24,"0","sub-026",58,46
"11827",14,"underestimator",2657.9592344,"2660.0025611999995","None",152,170,"overestimator",3,"1","4","0",1.98144799999955,68,"sub-026",1,3,1,NA,0,1,NA,1,NA,88,88,448,88,14,"0","sub-026",68,36
"11828",31,"underestimator",2664.0761896,"2665.1588374999997","None",178,159,"overestimator",3,"3","1","0",1.01712729999963,27,"sub-026",3,2,0,NA,0,1,NA,0,NA,89,89,449,89,31,"0","sub-026",27,80
