"","stimuliShown","stim1","stim2","pair_type","response","reward","ID","participant","stim_chosen","typeOfChoice","highChosen","riskChosen","forced","choices","win","correct","risky","block_soc","trial_n","trigger_integer","eye_choice","left_rew_dbl","right_rew_dbl"
"6515",41,4,1,"different","1",52,13,"sub-018",1,3,1,1,0,0,1,1,1,"baseline",35,41,"1",33,52
"6516",12,1,2,"both_high","0",37,13,"sub-018",1,1,1,1,0,1,1,1,1,"baseline",36,12,"0",37,67
"6517",21,2,1,"both_high","1",76,13,"sub-018",1,1,1,1,0,0,1,1,1,"baseline",37,21,"1",48,76
"6518",14,1,4,"different","0",54,13,"sub-018",1,3,1,1,0,1,1,1,1,"baseline",38,14,"0",54,40
"6519",34,3,4,"both_low","1",42,13,"sub-018",4,6,1,0,0,0,-1,1,0,"baseline",39,34,"1",73,42
"6520",32,3,2,"different","1",56,13,"sub-018",2,4,1,0,0,0,-1,1,0,"baseline",40,32,"1",48,56
"6521",41,4,1,"different","1",75,13,"sub-018",1,3,1,0,0,0,-1,1,0,"baseline",41,41,"1",37,75
"6522",41,4,1,"different","1",53,13,"sub-018",1,3,1,0,0,0,-1,1,0,"baseline",42,41,"1",31,53
"6523",31,3,1,"different","1",63,13,"sub-018",1,2,1,0,0,0,-1,1,0,"baseline",43,31,"1",64,63
"6524",34,3,4,"both_low","1",35,13,"sub-018",4,6,1,0,0,0,-1,1,0,"baseline",44,34,"1",43,35
"6525",31,3,1,"different","1",43,13,"sub-018",1,2,1,0,0,0,-1,1,0,"baseline",45,31,"1",41,43
"6526",32,3,2,"different","1",61,13,"sub-018",2,4,1,0,0,0,-1,1,0,"baseline",46,32,"1",21,61
"6527",31,3,1,"different","1",55,13,"sub-018",1,2,1,0,0,0,-1,1,0,"baseline",47,31,"1",46,55
"6528",21,2,1,"both_high","1",58,13,"sub-018",1,1,1,1,0,0,1,1,1,"baseline",48,21,"1",70,58
"6529",31,3,1,"different","1",69,13,"sub-018",1,2,1,1,0,0,1,1,1,"baseline",49,31,"1",39,69
"6530",32,3,2,"different","1",58,13,"sub-018",2,4,1,1,0,0,1,1,1,"baseline",50,32,"1",24,58
"6531",31,3,1,"different","1",48,13,"sub-018",1,2,1,1,0,0,1,1,1,"baseline",51,31,"1",30,48
"6532",24,2,4,"different","0",62,13,"sub-018",2,5,1,1,0,1,1,1,1,"baseline",52,24,"0",62,48
"6533",13,1,3,"different","0",32,13,"sub-018",1,2,1,1,0,1,1,1,1,"baseline",53,13,"0",32,68
"6534",21,2,1,"both_high","1",52,13,"sub-018",1,1,1,1,0,0,1,1,1,"baseline",54,21,"1",55,52
"6535",42,4,2,"different","1",61,13,"sub-018",2,5,1,1,0,0,1,1,1,"baseline",55,42,"1",32,61
"6536",41,4,1,"different","1",31,13,"sub-018",1,3,1,1,0,0,1,1,1,"baseline",56,41,"1",40,31
"6537",43,4,3,"both_low","0",43,13,"sub-018",4,6,1,0,0,1,-1,1,0,"baseline",57,43,"0",43,54
"6538",23,2,3,"different","1",45,13,"sub-018",3,4,0,0,0,0,-1,0,0,"baseline",58,23,"1",72,45
"6539",41,4,1,"different","1",87,13,"sub-018",1,3,1,0,0,0,-1,1,0,"baseline",59,41,"1",44,87
"6540",12,1,2,"both_high","0",61,13,"sub-018",1,1,1,1,0,1,1,1,1,"baseline",60,12,"0",61,50
"6541",32,3,2,"different","1",58,13,"sub-018",2,4,1,1,0,0,1,1,1,"baseline",61,32,"1",43,58
"6542",24,2,4,"different","1",47,13,"sub-018",4,5,0,1,0,0,1,0,1,"baseline",62,24,"1",65,47
"6543",12,1,2,"both_high","1",61,13,"sub-018",2,1,0,0,0,0,1,0,0,"baseline",63,12,"1",47,61
"6544",24,2,4,"different","0",59,13,"sub-018",2,5,1,0,0,1,1,1,0,"baseline",64,24,"0",59,38
"6545",31,3,1,"different","1",74,13,"sub-018",1,2,1,0,0,0,1,1,0,"baseline",65,31,"1",55,74
"6546",42,4,2,"different","0",41,13,"sub-018",4,5,0,0,0,1,1,0,0,"baseline",66,42,"0",41,63
"6547",43,4,3,"both_low","0",36,13,"sub-018",4,6,0,0,0,1,-1,0,0,"baseline",67,43,"0",36,18
"6548",34,3,4,"both_low","1",40,13,"sub-018",4,6,0,0,0,0,-1,0,0,"baseline",68,34,"1",25,40
"6549",12,1,2,"both_high","0",66,13,"sub-018",1,1,0,1,0,1,1,0,1,"baseline",69,12,"0",66,62
"6550",13,1,3,"different","0",49,13,"sub-018",1,2,1,1,0,1,1,1,1,"baseline",70,13,"0",49,48
"6551",21,2,1,"both_high","1",36,13,"sub-018",1,1,1,1,0,0,1,1,1,"baseline",71,21,"1",55,36
"6552",24,2,4,"different","0",66,13,"sub-018",2,5,1,1,0,1,1,1,1,"baseline",72,24,"0",66,31
"6553",21,2,1,"both_high","1",27,13,"sub-018",1,1,1,1,0,0,1,1,1,"baseline",73,21,"1",54,27
"6554",13,1,3,"different","0",67,13,"sub-018",1,2,1,1,0,1,1,1,1,"baseline",74,13,"0",67,26
"6555",31,3,1,"different","1",88,13,"sub-018",1,2,1,1,0,0,1,1,1,"baseline",75,31,"1",18,88
"6556",12,1,2,"both_high","0",39,13,"sub-018",1,1,1,1,0,1,1,1,1,"baseline",76,12,"0",39,69
"6557",42,4,2,"different","1",55,13,"sub-018",2,5,1,1,0,0,1,1,1,"baseline",77,42,"1",39,55
"6558",42,4,2,"different","1",49,13,"sub-018",2,5,1,1,0,0,1,1,1,"baseline",78,42,"1",42,49
"6559",32,3,2,"different","1",61,13,"sub-018",2,4,1,1,0,0,1,1,1,"baseline",79,32,"1",57,61
"6560",21,2,1,"both_high","1",44,13,"sub-018",1,1,1,1,0,0,1,1,1,"baseline",80,21,"1",65,44
"6561",13,1,3,"different","0",68,13,"sub-018",1,2,1,1,0,1,1,1,1,"baseline",81,13,"0",68,60
"6562",43,4,3,"both_low","0",43,13,"sub-018",4,6,1,0,0,1,-1,1,0,"baseline",82,43,"0",43,53
"6563",14,1,4,"different","0",70,13,"sub-018",1,3,1,0,0,1,-1,1,0,"baseline",83,14,"0",70,45
"6564",21,2,1,"both_high","1",50,13,"sub-018",1,1,1,1,0,0,1,1,1,"baseline",84,21,"1",60,50
"6565",23,2,3,"different","0",60,13,"sub-018",2,4,1,1,0,1,1,1,1,"baseline",85,23,"0",60,36
"6566",42,4,2,"different","1",51,13,"sub-018",2,5,1,1,0,0,1,1,1,"baseline",86,42,"1",35,51
"6567",14,1,4,"different","0",93,13,"sub-018",1,3,1,1,0,1,1,1,1,"baseline",87,14,"0",93,47
"6568",12,1,2,"both_high","0",38,13,"sub-018",1,1,1,1,0,1,1,1,1,"baseline",88,12,"0",38,53
"6569",14,1,4,"different","0",73,13,"sub-018",1,3,1,1,0,1,1,1,1,"baseline",89,14,"0",73,33
"6570",12,1,2,"both_high","0",69,13,"sub-018",1,1,1,1,0,1,1,1,1,"baseline",90,12,"0",69,64
"6571",21,2,1,"both_high","1",29,13,"sub-018",1,1,1,1,0,0,1,1,1,"baseline",91,21,"1",63,29
"6572",43,4,3,"both_low","1",44,13,"sub-018",3,6,1,1,0,0,-1,1,1,"baseline",92,43,"1",38,44
"6573",43,4,3,"both_low","1",22,13,"sub-018",3,6,1,1,0,0,-1,1,1,"baseline",93,43,"1",44,22
"6574",43,4,3,"both_low","0",34,13,"sub-018",4,6,1,0,0,1,-1,1,0,"baseline",94,43,"0",34,31
"6575",14,1,4,"different","0",78,13,"sub-018",1,3,1,0,0,1,-1,1,0,"baseline",95,14,"0",78,34
"6576",42,4,2,"different","1",65,13,"sub-018",2,5,1,0,0,0,-1,1,0,"baseline",96,42,"1",37,65
"6577",14,1,4,"different","0",60,13,"sub-018",1,3,1,0,0,1,-1,1,0,"baseline",97,14,"0",60,46
"6578",24,2,4,"different","0",63,13,"sub-018",2,5,1,0,0,1,-1,1,0,"baseline",98,24,"0",63,30
"6579",43,4,3,"both_low","0",38,13,"sub-018",4,6,1,0,0,1,-1,1,0,"baseline",99,43,"0",38,33
"6580",23,2,3,"different","0",52,13,"sub-018",2,4,1,0,0,1,-1,1,0,"baseline",100,23,"0",52,13
"6581",21,2,1,"both_high","1",91,13,"sub-018",1,1,1,1,0,0,1,1,1,"baseline",101,21,"1",59,91
"6582",34,3,4,"both_low","1",52,13,"sub-018",4,6,1,0,0,0,-1,1,0,"baseline",102,34,"1",35,52
"6583",34,3,4,"both_low","1",37,13,"sub-018",4,6,1,0,0,0,-1,1,0,"baseline",103,34,"1",27,37
"6584",14,1,4,"different","0",50,13,"sub-018",1,3,1,0,0,1,-1,1,0,"baseline",104,14,"0",50,38
"6585",21,2,1,"both_high","0",54,13,"sub-018",2,1,1,0,0,1,1,1,0,"baseline",105,21,"0",54,51
"6586",14,1,4,"different","0",57,13,"sub-018",1,3,1,0,0,1,1,1,0,"baseline",106,14,"0",57,34
"6587",13,1,3,"different","0",55,13,"sub-018",1,2,1,0,0,1,1,1,0,"baseline",107,13,"0",55,23
"6588",13,1,3,"different","0",64,13,"sub-018",1,2,1,0,0,1,1,1,0,"baseline",108,13,"0",64,37
"6589",12,1,2,"both_high","1",50,13,"sub-018",2,1,1,0,0,0,1,1,0,"baseline",109,12,"1",70,50
"6590",41,4,1,"different","1",86,13,"sub-018",1,3,1,0,0,0,1,1,0,"baseline",110,41,"1",31,86
"6591",42,4,2,"different","1",53,13,"sub-018",2,5,1,0,0,0,1,1,0,"baseline",111,42,"1",41,53
"6592",21,2,1,"both_high","1",80,13,"sub-018",1,1,1,1,0,0,1,1,1,"baseline",112,21,"1",62,80
"6593",34,3,4,"both_low","1",37,13,"sub-018",4,6,1,0,0,0,-1,1,0,"baseline",113,34,"1",36,37
"6594",24,2,4,"different","0",57,13,"sub-018",2,5,1,0,0,1,-1,1,0,"baseline",114,24,"0",57,46
"6595",42,4,2,"different","1",57,13,"sub-018",2,5,1,0,0,0,-1,1,0,"baseline",115,42,"1",40,57
"6596",34,3,4,"both_low","1",41,13,"sub-018",4,6,1,0,0,0,-1,1,0,"baseline",116,34,"1",62,41
"6597",24,2,4,"different","0",59,13,"sub-018",2,5,1,0,0,1,-1,1,0,"baseline",117,24,"0",59,37
"6598",34,3,4,"both_low","1",44,13,"sub-018",4,6,1,0,0,0,-1,1,0,"baseline",118,34,"1",41,44
"6599",41,4,1,"different","1",72,13,"sub-018",1,3,1,0,0,0,-1,1,0,"baseline",119,41,"1",39,72
"6600",14,1,4,"different","0",65,13,"sub-018",1,3,1,0,0,1,-1,1,0,"baseline",120,14,"0",65,46
"6601",23,2,3,"different","0",51,13,"sub-018",2,4,1,0,0,1,-1,1,0,"baseline",121,23,"0",51,53
"6602",14,1,4,"different","0",48,13,"sub-018",1,3,1,0,0,1,-1,1,0,"baseline",122,14,"0",48,28
"6603",23,2,3,"different","0",68,13,"sub-018",2,4,1,0,0,1,-1,1,0,"baseline",123,23,"0",68,25
"6604",31,3,1,"different","1",59,13,"sub-018",1,2,1,0,0,0,-1,1,0,"baseline",124,31,"1",34,59
"6605",31,3,1,"different","1",42,13,"sub-018",1,2,1,0,0,0,-1,1,0,"baseline",125,31,"1",35,42
"6606",31,3,1,"different","1",63,13,"sub-018",1,2,1,0,0,0,-1,1,0,"baseline",126,31,"1",61,63
"6607",14,1,4,"different","0",82,13,"sub-018",1,3,1,0,0,1,-1,1,0,"baseline",127,14,"0",82,33
"6608",13,1,3,"different","0",40,13,"sub-018",1,2,1,0,0,1,-1,1,0,"baseline",128,13,"0",40,28
"6609",34,3,4,"both_low","1",44,13,"sub-018",4,6,1,0,0,0,-1,1,0,"baseline",129,34,"1",63,44
"6610",23,2,3,"different","0",66,13,"sub-018",2,4,1,0,0,1,-1,1,0,"baseline",130,23,"0",66,32
"6611",24,2,4,"different","0",68,13,"sub-018",2,5,1,0,0,1,-1,1,0,"baseline",131,24,"0",68,35
"6612",12,1,2,"both_high","0",43,13,"sub-018",1,1,1,1,0,1,1,1,1,"baseline",132,12,"0",43,58
"6613",21,2,1,"both_high","1",84,13,"sub-018",1,1,1,1,0,0,1,1,1,"baseline",133,21,"1",56,84
"6614",13,1,3,"different","0",47,13,"sub-018",1,2,1,1,0,1,1,1,1,"baseline",134,13,"0",47,14
"6615",42,4,2,"different","1",58,13,"sub-018",2,5,1,1,0,0,1,1,1,"baseline",135,42,"1",42,58
"6616",32,3,2,"different","1",51,13,"sub-018",2,4,1,1,0,0,1,1,1,"baseline",136,32,"1",12,51
"6617",23,2,3,"different","0",70,13,"sub-018",2,4,1,1,0,1,1,1,1,"baseline",137,23,"0",70,44
"6618",21,2,1,"both_high","1",33,13,"sub-018",1,1,1,1,0,0,1,1,1,"baseline",138,21,"1",54,33
"6619",21,2,1,"both_high","1",61,13,"sub-018",1,1,1,1,0,0,1,1,1,"baseline",139,21,"1",66,61
"6620",43,4,3,"both_low","0",45,13,"sub-018",4,6,1,0,0,1,-1,1,0,"baseline",140,43,"0",45,11
"6621",13,1,3,"different","0",66,13,"sub-018",1,2,1,0,0,1,-1,1,0,"baseline",141,13,"0",66,39
"6622",14,1,4,"different","0",60,13,"sub-018",1,3,1,0,0,1,-1,1,0,"baseline",142,14,"0",60,45
"6623",23,2,3,"different","0",60,13,"sub-018",2,4,1,0,0,1,-1,1,0,"baseline",143,23,"0",60,29
"6624",13,1,3,"different","0",58,13,"sub-018",1,2,1,0,0,1,-1,1,0,"baseline",144,13,"0",58,42
"6625",24,2,4,"different","0",65,13,"sub-018",2,5,1,0,0,1,-1,1,0,"baseline",145,24,"0",65,47
"6626",14,1,4,"different","0",45,13,"sub-018",1,3,1,0,0,1,-1,1,0,"baseline",146,14,"0",45,43
"6627",43,4,3,"both_low","1",47,13,"sub-018",3,6,1,1,0,0,-1,1,1,"baseline",147,43,"1",42,47
"6628",14,1,4,"different","0",46,13,"sub-018",1,3,1,1,0,1,-1,1,1,"baseline",148,14,"0",46,30
"6629",43,4,3,"both_low","0",40,13,"sub-018",4,6,1,0,0,1,-1,1,0,"baseline",149,43,"0",40,50
"6630",24,2,4,"different","0",56,13,"sub-018",2,5,1,0,0,1,-1,1,0,"baseline",150,24,"0",56,38
"6631",31,3,1,"different","1",68,13,"sub-018",1,2,1,0,0,0,-1,1,0,"baseline",151,31,"1",32,68
"6632",24,2,4,"different","0",66,13,"sub-018",2,5,1,0,0,1,-1,1,0,"baseline",152,24,"0",66,36
"6633",34,3,4,"both_low","0",46,13,"sub-018",3,6,1,1,0,1,-1,1,1,"baseline",153,34,"0",46,43
"6634",34,3,4,"both_low","1",32,13,"sub-018",4,6,1,0,0,0,-1,1,0,"baseline",154,34,"1",31,32
"6635",41,4,1,"different","1",72,13,"sub-018",1,3,1,0,0,0,-1,1,0,"baseline",155,41,"1",49,72
"6636",13,1,3,"different","0",79,13,"sub-018",1,2,1,0,0,1,-1,1,0,"baseline",156,13,"0",79,71
"6637",41,4,1,"different","1",34,13,"sub-018",1,3,1,0,0,0,-1,1,0,"baseline",157,41,"1",36,34
"6638",23,2,3,"different","0",53,13,"sub-018",2,4,1,0,0,1,-1,1,0,"baseline",158,23,"0",53,69
"6639",12,1,2,"both_high","0",45,13,"sub-018",1,1,1,1,0,1,1,1,1,"baseline",159,12,"0",45,58
"6640",42,4,2,"different","1",62,13,"sub-018",2,5,1,1,0,0,1,1,1,"baseline",160,42,"1",45,62
"6641",43,4,3,"both_low","0",35,13,"sub-018",4,6,1,0,0,1,-1,1,0,"baseline",161,43,"0",35,40
"6642",32,3,2,"different","1",64,13,"sub-018",2,4,1,0,0,0,-1,1,0,"baseline",162,32,"1",9,64
"6643",32,3,2,"different","1",67,13,"sub-018",2,4,1,0,0,0,-1,1,0,"baseline",163,32,"1",52,67
"6644",23,2,3,"different","0",56,13,"sub-018",2,4,1,0,0,1,-1,1,0,"baseline",164,23,"0",56,16
"6645",42,4,2,"different","1",55,13,"sub-018",2,5,1,0,0,0,-1,1,0,"baseline",165,42,"1",41,55
"6646",31,3,1,"different","1",77,13,"sub-018",1,2,1,0,0,0,-1,1,0,"baseline",166,31,"1",52,77
"6647",43,4,3,"both_low","1",40,13,"sub-018",3,6,1,1,0,0,-1,1,1,"baseline",167,43,"1",39,40
"6648",24,2,4,"different","1",46,13,"sub-018",4,5,0,1,0,0,-1,0,1,"baseline",168,24,"1",59,46
"6649",34,3,4,"both_low","1",39,13,"sub-018",4,6,0,0,0,0,-1,0,0,"baseline",169,34,"1",38,39
"6650",34,3,4,"both_low","0",27,13,"sub-018",3,6,0,1,0,1,-1,0,1,"baseline",170,34,"0",27,49
"6651",32,3,2,"different","1",63,13,"sub-018",2,4,1,1,0,0,-1,1,1,"baseline",171,32,"1",58,63
"6652",23,2,3,"different","0",59,13,"sub-018",2,4,1,1,0,1,-1,1,1,"baseline",172,23,"0",59,38
"6653",13,1,3,"different","0",56,13,"sub-018",1,2,1,1,0,1,-1,1,1,"baseline",173,13,"0",56,49
"6654",43,4,3,"both_low","0",39,13,"sub-018",4,6,1,0,0,1,-1,1,0,"baseline",174,43,"0",39,49
"6655",42,4,2,"different","1",64,13,"sub-018",2,5,1,0,0,0,-1,1,0,"baseline",175,42,"1",51,64
"6656",31,3,1,"different","1",73,13,"sub-018",1,2,1,0,0,0,-1,1,0,"baseline",176,31,"1",55,73
"6657",31,3,1,"different","1",65,13,"sub-018",1,2,1,0,0,0,-1,1,0,"baseline",177,31,"1",66,65
"6658",41,4,1,"different","1",54,13,"sub-018",1,3,1,0,0,0,-1,1,0,"baseline",178,41,"1",38,54
"6659",24,2,4,"different","0",68,13,"sub-018",2,5,1,0,0,1,-1,1,0,"baseline",179,24,"0",68,44
"6660",12,1,2,"both_high","0",62,13,"sub-018",1,1,1,1,0,1,1,1,1,"baseline",180,12,"0",62,57
"6661",23,2,3,"different","1",36,13,"sub-018",3,4,0,1,0,0,1,0,1,"out-group",1,23,"1",56,36
"6662",13,1,3,"different","1",31,13,"sub-018",3,2,0,1,0,0,1,0,1,"out-group",2,13,"1",57,31
"6663",32,3,2,"different","0",52,13,"sub-018",3,4,0,1,0,1,1,0,1,"out-group",3,32,"0",52,71
"6664",31,3,1,"different","1",59,13,"sub-018",1,2,1,1,0,0,1,1,1,"out-group",4,31,"1",17,59
"6665",31,3,1,"different","0",25,13,"sub-018",3,2,0,1,0,1,1,0,1,"out-group",5,31,"0",25,54
"6666",32,3,2,"different","1",57,13,"sub-018",2,4,1,1,0,0,1,1,1,"out-group",6,32,"1",30,57
"6667",14,1,4,"different","1",34,13,"sub-018",4,3,0,1,0,0,1,0,1,"out-group",7,14,"1",48,34
"6668",21,2,1,"both_high","0",58,13,"sub-018",2,1,0,0,0,1,1,0,0,"out-group",8,21,"0",58,63
"6669",32,3,2,"different","1",52,13,"sub-018",2,4,1,0,0,0,1,1,0,"out-group",9,32,"1",32,52
"6670",23,2,3,"different","1",48,13,"sub-018",3,4,0,0,0,0,1,0,0,"out-group",10,23,"1",62,48
"6671",34,3,4,"both_low","1",43,13,"sub-018",4,6,0,0,0,0,-1,0,0,"out-group",11,34,"1",16,43
"6672",21,2,1,"both_high","0",61,13,"sub-018",2,1,0,0,0,1,1,0,0,"out-group",12,21,"0",61,64
"6673",24,2,4,"different","0",50,13,"sub-018",2,5,1,0,0,1,1,1,0,"out-group",13,24,"0",50,38
"6674",43,4,3,"both_low","1",53,13,"sub-018",3,6,1,1,0,0,-1,1,1,"out-group",14,43,"1",38,53
"6675",14,1,4,"different","1",36,13,"sub-018",4,3,0,1,0,0,-1,0,1,"out-group",15,14,"1",31,36
"6676",34,3,4,"both_low","1",33,13,"sub-018",4,6,0,0,0,0,-1,0,0,"out-group",16,34,"1",62,33
"6677",43,4,3,"both_low","1",37,13,"sub-018",3,6,0,1,0,0,-1,0,1,"out-group",17,43,"1",50,37
"6678",21,2,1,"both_high","0",62,13,"sub-018",2,1,0,0,0,1,1,0,0,"out-group",18,21,"0",62,45
"6679",13,1,3,"different","0",56,13,"sub-018",1,2,1,0,0,1,1,1,0,"out-group",19,13,"0",56,18
"6680",21,2,1,"both_high","0",61,13,"sub-018",2,1,1,0,0,1,1,1,0,"out-group",20,21,"0",61,84
"6681",32,3,2,"different","1",63,13,"sub-018",2,4,1,0,0,0,1,1,0,"out-group",21,32,"1",63,63
"6682",42,4,2,"different","1",67,13,"sub-018",2,5,1,0,0,0,1,1,0,"out-group",22,42,"1",49,67
"6683",42,4,2,"different","0",37,13,"sub-018",4,5,0,0,0,1,1,0,0,"out-group",23,42,"0",37,57
"6684",12,1,2,"both_high","1",68,13,"sub-018",2,1,0,0,0,0,1,0,0,"out-group",24,12,"1",29,68
"6685",34,3,4,"both_low","1",30,13,"sub-018",4,6,0,0,0,0,-1,0,0,"out-group",25,34,"1",64,30
"6686",32,3,2,"different","1",72,13,"sub-018",2,4,1,0,0,0,-1,1,0,"out-group",26,32,"1",46,72
"6687",13,1,3,"different","0",74,13,"sub-018",1,2,1,0,0,1,-1,1,0,"out-group",27,13,"0",74,12
"6688",14,1,4,"different","0",62,13,"sub-018",1,3,1,0,0,1,-1,1,0,"out-group",28,14,"0",62,35
"6689",13,1,3,"different","1",9,13,"sub-018",3,2,0,0,0,0,-1,0,0,"out-group",29,13,"1",38,9
"6690",24,2,4,"different","0",58,13,"sub-018",2,5,1,0,0,1,-1,1,0,"out-group",30,24,"0",58,32
"6691",43,4,3,"both_low","0",45,13,"sub-018",4,6,1,0,0,1,-1,1,0,"out-group",31,43,"0",45,57
"6692",14,1,4,"different","1",50,13,"sub-018",4,3,0,0,0,0,-1,0,0,"out-group",32,14,"1",38,50
"6693",24,2,4,"different","1",38,13,"sub-018",4,5,0,0,0,0,-1,0,0,"out-group",33,24,"1",51,38
"6694",13,1,3,"different","1",44,13,"sub-018",3,2,0,0,0,0,-1,0,0,"out-group",34,13,"1",52,44
"6695",21,2,1,"both_high","0",48,13,"sub-018",2,1,0,0,0,1,1,0,0,"out-group",35,21,"0",48,47
"6696",34,3,4,"both_low","1",32,13,"sub-018",4,6,0,0,0,0,-1,0,0,"out-group",36,34,"1",40,32
"6697",21,2,1,"both_high","0",63,13,"sub-018",2,1,0,0,0,1,1,0,0,"out-group",37,21,"0",63,69
"6698",32,3,2,"different","1",55,13,"sub-018",2,4,1,0,0,0,1,1,0,"out-group",38,32,"1",27,55
"6699",24,2,4,"different","1",39,13,"sub-018",4,5,0,0,0,0,1,0,0,"out-group",39,24,"1",68,39
"6700",13,1,3,"different","0",54,13,"sub-018",1,2,1,0,0,1,1,1,0,"out-group",40,13,"0",54,54
"6701",31,3,1,"different","1",88,13,"sub-018",1,2,1,0,0,0,1,1,0,"out-group",41,31,"1",37,88
"6702",24,2,4,"different","0",58,13,"sub-018",2,5,1,0,0,1,1,1,0,"out-group",42,24,"0",58,44
"6703",14,1,4,"different","1",42,13,"sub-018",4,3,0,0,0,0,1,0,0,"out-group",43,14,"1",32,42
"6704",24,2,4,"different","0",57,13,"sub-018",2,5,1,0,0,1,1,1,0,"out-group",44,24,"0",57,46
"6705",42,4,2,"different","1",64,13,"sub-018",2,5,1,0,0,0,1,1,0,"out-group",45,42,"1",40,64
"6706",31,3,1,"different","1",65,13,"sub-018",1,2,1,0,0,0,1,1,0,"out-group",46,31,"1",50,65
"6707",32,3,2,"different","1",56,13,"sub-018",2,4,1,0,0,0,1,1,0,"out-group",47,32,"1",22,56
"6708",23,2,3,"different","1",11,13,"sub-018",3,4,0,0,0,0,1,0,0,"out-group",48,23,"1",65,11
"6709",34,3,4,"both_low","1",46,13,"sub-018",4,6,0,0,0,0,-1,0,0,"out-group",49,34,"1",66,46
"6710",41,4,1,"different","1",62,13,"sub-018",1,3,1,0,0,0,-1,1,0,"out-group",50,41,"1",37,62
"6711",34,3,4,"both_low","1",41,13,"sub-018",4,6,1,0,0,0,-1,1,0,"out-group",51,34,"1",24,41
"6712",42,4,2,"different","1",66,13,"sub-018",2,5,1,0,0,0,-1,1,0,"out-group",52,42,"1",42,66
"6713",13,1,3,"different","0",46,13,"sub-018",1,2,1,0,0,1,-1,1,0,"out-group",53,13,"0",46,45
"6714",34,3,4,"both_low","1",43,13,"sub-018",4,6,1,0,0,0,-1,1,0,"out-group",54,34,"1",28,43
"6715",12,1,2,"both_high","0",37,13,"sub-018",1,1,1,1,0,1,1,1,1,"out-group",55,12,"0",37,69
"6716",41,4,1,"different","0",44,13,"sub-018",4,3,0,1,0,1,1,0,1,"out-group",56,41,"0",44,91
"6717",42,4,2,"different","1",54,13,"sub-018",2,5,1,1,0,0,1,1,1,"out-group",57,42,"1",33,54
"6718",31,3,1,"different","1",65,13,"sub-018",1,2,1,1,0,0,1,1,1,"out-group",58,31,"1",53,65
"6719",13,1,3,"different","0",52,13,"sub-018",1,2,1,1,0,1,1,1,1,"out-group",59,13,"0",52,34
"6720",24,2,4,"different","1",39,13,"sub-018",4,5,0,1,0,0,1,0,1,"out-group",60,24,"1",56,39
"6721",41,4,1,"different","1",56,13,"sub-018",1,3,1,1,0,0,1,1,1,"out-group",61,41,"1",35,56
"6722",13,1,3,"different","0",58,13,"sub-018",1,2,1,1,0,1,1,1,1,"out-group",62,13,"0",58,27
"6723",23,2,3,"different","0",58,13,"sub-018",2,4,1,1,0,1,1,1,1,"out-group",63,23,"0",58,47
"6724",23,2,3,"different","0",59,13,"sub-018",2,4,1,1,0,1,1,1,1,"out-group",64,23,"0",59,58
"6725",42,4,2,"different","1",54,13,"sub-018",2,5,1,1,0,0,1,1,1,"out-group",65,42,"1",31,54
"6726",41,4,1,"different","1",53,13,"sub-018",1,3,1,1,0,0,1,1,1,"out-group",66,41,"1",39,53
"6727",23,2,3,"different","0",62,13,"sub-018",2,4,1,1,0,1,1,1,1,"out-group",67,23,"0",62,51
"6728",32,3,2,"different","1",61,13,"sub-018",2,4,1,1,0,0,1,1,1,"out-group",68,32,"1",33,61
"6729",43,4,3,"both_low","0",44,13,"sub-018",4,6,1,0,0,1,-1,1,0,"out-group",69,43,"0",44,25
"6730",34,3,4,"both_low","1",36,13,"sub-018",4,6,1,0,0,0,-1,1,0,"out-group",70,34,"1",7,36
"6731",14,1,4,"different","0",39,13,"sub-018",1,3,1,0,0,1,-1,1,0,"out-group",71,14,"0",39,34
"6732",41,4,1,"different","1",70,13,"sub-018",1,3,1,0,0,0,-1,1,0,"out-group",72,41,"1",47,70
"6733",12,1,2,"both_high","0",66,13,"sub-018",1,1,1,1,0,1,1,1,1,"out-group",73,12,"0",66,62
"6734",34,3,4,"both_low","1",37,13,"sub-018",4,6,1,0,0,0,-1,1,0,"out-group",74,34,"1",67,37
"6735",43,4,3,"both_low","1",43,13,"sub-018",3,6,1,1,0,0,-1,1,1,"out-group",75,43,"1",36,43
"6736",12,1,2,"both_high","1",65,13,"sub-018",2,1,1,0,0,0,1,1,0,"out-group",76,12,"1",60,65
"6737",43,4,3,"both_low","0",45,13,"sub-018",4,6,1,0,0,1,-1,1,0,"out-group",77,43,"0",45,30
"6738",41,4,1,"different","1",68,13,"sub-018",1,3,1,0,0,0,-1,1,0,"out-group",78,41,"1",37,68
"6739",32,3,2,"different","1",60,13,"sub-018",2,4,1,0,0,0,-1,1,0,"out-group",79,32,"1",71,60
"6740",14,1,4,"different","0",71,13,"sub-018",1,3,1,0,0,1,-1,1,0,"out-group",80,14,"0",71,34
"6741",34,3,4,"both_low","1",33,13,"sub-018",4,6,1,0,0,0,-1,1,0,"out-group",81,34,"1",45,33
"6742",31,3,1,"different","1",51,13,"sub-018",1,2,1,0,0,0,-1,1,0,"out-group",82,31,"1",60,51
"6743",42,4,2,"different","1",64,13,"sub-018",2,5,1,0,0,0,-1,1,0,"out-group",83,42,"1",49,64
"6744",21,2,1,"both_high","1",72,13,"sub-018",1,1,1,1,0,0,1,1,1,"out-group",84,21,"1",63,72
